"cjis_code","COMAR","offense_literal","source","fel_mis","max_term","min_term","type","seriousness","fine"
"1-1614","4-2","Abuse and Other Offensive
Conduct
Child neglect","CR, §3-602.1","Misd.","5Y","","Person","VI","$5,000"
"","4-3","Abuse and Other Offensive
Conduct
Commit crime of violence in the
presence of a minor","CR, §3-601.1","Misd.","5Y","","Person","VI",""
"2-5103","40","Bribery
Bribery--athletic contestant accepts
bribe","CR, §9-205","Misd.","3Y","","Property","VII","$5,000"
"1-0439","400","Weapons Crimes--In General
Possession of rifle or shotgun by
restricted person (convicted of a
disqualifying crime, fugitive,
habitual drunkard, etc.)","PS, §5-205","Misd.","3Y","","Person","VI","$1,000"
"1-1610","400-1","Weapons Crimes--In General
Possession of rifle or shotgun after
having been convicted of a crime of
violence or select drug crimes","PS, §5-206","Felony","15Y","","Person","V",""
"1-0692","401","Weapons Crimes--In General
Possess, own, carry, or transport a
firearm after conviction of a Title 5
(CDS) offense","CR, §5-622(b)","Felony","5Y","","Person","VI","$10,000"
"1-1106","402","Weapons Crimes--In General
Possession of regulated firearm by
restricted person (convicted of a
disqualifying crime, fugitive,
habitual drunkard, etc.)","PS, §5-133(b)
PS, §5-144
(penalty)","Misd.","5Y","","Person","VI","$10,000"
"1-1609","403","Weapons Crimes--In General
Possession of regulated firearm after
having been convicted of a crime of
violence or select drug crimes","PS, §5-133(c)","Felony","15Y","MM*=5Y1","Person","V",""
"1-5285","404","Weapons Crimes--In General
Possession of regulated firearm by
person younger than 21 years old","PS, §5-133(d)
PS, §5-144
(penalty)","Misd.","5Y","","Person","VI","$10,000"
"1-1285","404-1","Weapons Crimes--In General
Possession of ammunition by a
restricted person or after having
been convicted of a crime of
violence or select drug crimes","PS, §5-133.1","Misd.","1Y","","Person","VII","$1,000"
"1-1105","405","Weapons Crimes--In General
Sell, rent, or transfer regulated
firearm to restricted person (younger
than 21 years old, convicted of a
disqualifying crime, fugitive,
habitual drunkard, etc.)","PS, §5-134(b)
PS, §5-144
(penalty)","Misd.","5Y","","Person","VI","$10,000"
"1-5270","406","Weapons Crimes--In General
Sell, rent, or transfer regulated
firearm ammo to a person younger
than 21 years old; or firearm other
than regulated firearm, firearm
ammo, mace, or another deadly
weapon to a minor","PS, §5-134(d)(1)","Misd.","1Y","","Person","VII","$1,000"
"1-5280","406","Weapons Crimes--In General
Sell, rent, or transfer regulated
firearm ammo to a person younger
than 21 years old; or firearm other
than regulated firearm, firearm
ammo, mace, or another deadly
weapon to a minor","PS, §5-134(d)(1)","Misd.","1Y","","Person","VII","$1,000"
"1-5230","407","Weapons Crimes--In General
Sell, rent, or transfer a regulated
firearm before the expiration of 7
days--dealer","PS, §5-123
PS, §5-144
(penalty)","Misd.","5Y","","Person","VI","$10,000"
"1-5240","408","Weapons Crimes--In General
Sell, rent, transfer, or purchase a
regulated firearm before the
expiration of 7 days--person","PS, §5-124
PS, §5-144
(penalty)","Misd.","5Y","","Person","VI","$10,000"
"1-5250","409","Weapons Crimes--In General
Sell, rent, or transfer a regulated
firearm to an applicant whose
application is placed on hold","PS, §5-125
PS, §5-144
(penalty)","Misd.","5Y","","Person","VI","$10,000"
"2-3000","41","Burglary and Related Crimes
Burglary, 1st degree","CR, §6-202(c)","Felony","20Y *","","Property","III",""
"1-1338","41-1","Burglary and Related Crimes
Home invasion","CR, §6-202(d)","Felony","25Y *","","Person","III",""
"1-2801","410","Weapons Crimes--In General
Possess, sell, transfer, or otherwise
dispose of stolen regulated firearm","PS, §5-138
PS, §5-144
(penalty)","Misd.","5Y","","Person","VI","$10,000"
"1-5295","411","Weapons Crimes--In General
Transport regulated firearm into
State for purpose of unlawfully
selling or trafficking","PS, §5-140","Misd.","10Y","","Person","IV","$25,000"
"1-5220","412","Weapons Crimes--In General
Straw purchase of regulated firearm","PS, §5-136(b)
PS, §5-144
(penalty)","Misd.","5Y","","Person","V","$10,000"
"2-3060","42","Burglary and Related Crimes
Burglary, with explosives","CR, §6-207","Felony","20Y *","","Property","III",""
"2-3010","43","Burglary and Related Crimes
Burglary, 2nd degree","CR, §6-203(c)(1)","Felony","15Y *","","Property","IV",""
"2-3015","44","Burglary and Related Crimes
Burglary, 2nd degree, steal or take
firearm","CR,§6-203(c)(2)","Felony","20Y *","","Property","IV","$10,000"
"2-3020","45","Burglary and Related Crimes
Burglary, 3rd degree","CR, §6-204","Felony","10Y *","","Property","IV",""
"2-3070","46","Burglary and Related Crimes
Breaking and entering --research
facility","CR, §6-208","Felony","5Y","","Property","VI","$5,000"
"2-3080","47","Burglary and Related Crimes
Breaking and entering--motor
vehicle (rogue and vagabond)","CR, §6-206","Misd.","3Y","","Property","VII",""
"2-3090","47","Burglary and Related Crimes
Breaking and entering--motor
vehicle (rogue and vagabond)","CR, §6-206","Misd.","3Y","","Property","VII",""
"2-3030","48","Burglary and Related Crimes
Burglary, 4th degree","CR, §6-205","Misd.","3Y","","Property","VII",""
"2-3040","48","Burglary and Related Crimes
Burglary, 4th degree","CR, §6-205","Misd.","3Y","","Property","VII",""
"2-3045","48","Burglary and Related Crimes
Burglary, 4th degree","CR, §6-205","Misd.","3Y","","Property","VII",""
"2-3050","48","Burglary and Related Crimes
Burglary, 4th degree","CR, §6-205","Misd.","3Y","","Property","VII",""
"1-0488","49","CDS and Paraphernalia
Drug distribution--drug kingpin","CR, §5-613","Felony","40Y","MM*=20Y","Drug","II","$1,000,000"
"1-0481","5","Abuse and Other Offensive
Conduct
Sell, barter, trade, etc. a child for
money, property, etc.","CR, §3-603","Misd.","5Y","","Person","V","$10,000"
"1-0734","5-1","Abuse and Other Offensive
Conduct
Prevent or interfere with the making
of a report of suspected child abuse
or neglect","FL, §5-705.2
(penalty)","Misd.","5Y","","Person","V","$10,000"
"3-3550","50","CDS and Paraphernalia
Controlled dangerous substance
importation into State, non-
marijuana","CR, §5-614(a)","Felony","25Y","","Drug","IIIC","$50,000"
"3-3550","50-1","CDS and Paraphernalia
Controlled dangerous substance
importation into State, marijuana (45
kilograms or more)","CR, §5-614(a)","Felony","25Y","","Drug","IIIA","$50,000"
"1-0489","51","CDS and Paraphernalia
Bringing minor into State to violate
drug laws","CR, §5-628(a)(2)","Felony","20Y","","Drug","IIIB","$20,000"
"1-1118","52","CDS and Paraphernalia
Unlawful distribution, manufacture,
etc.; counterfeiting, etc.,
manufacture, possession, etc., of
certain equipment for illegal use;
keeping common nuisance, narcotics
and hallucinogenics (e.g., PCP,
heroin, cocaine, LSD, oxycodone,
and methadone)","CR, §5-608(a)
CR, §5-609(a)","Felony","20Y","","Drug","IIIB","$15,000"
"1-1119","52","CDS and Paraphernalia
Unlawful distribution, manufacture,
etc.; counterfeiting, etc.,
manufacture, possession, etc., of
certain equipment for illegal use;
keeping common nuisance, narcotics
and hallucinogenics (e.g., PCP,
heroin, cocaine, LSD, oxycodone,
and methadone)","CR, §5-608(a)
CR, §5-609(a)","Felony","20Y","","Drug","IIIB","$15,000"
"1-1120","52","CDS and Paraphernalia
Unlawful distribution, manufacture,
etc.; counterfeiting, etc.,
manufacture, possession, etc., of
certain equipment for illegal use;
keeping common nuisance, narcotics
and hallucinogenics (e.g., PCP,
heroin, cocaine, LSD, oxycodone,
and methadone)","CR, §5-608(a)
CR, §5-609(a)","Felony","20Y","","Drug","IIIB","$15,000"
"1-1121","52","CDS and Paraphernalia
Unlawful distribution, manufacture,
etc.; counterfeiting, etc.,
manufacture, possession, etc., of
certain equipment for illegal use;
keeping common nuisance, narcotics
and hallucinogenics (e.g., PCP,
heroin, cocaine, LSD, oxycodone,
and methadone)","CR, §5-608(a)
CR, §5-609(a)","Felony","20Y","","Drug","IIIB","$15,000"
"1-1122","52","CDS and Paraphernalia
Unlawful distribution, manufacture,
etc.; counterfeiting, etc.,
manufacture, possession, etc., of
certain equipment for illegal use;
keeping common nuisance, narcotics
and hallucinogenics (e.g., PCP,
heroin, cocaine, LSD, oxycodone,
and methadone)","CR, §5-608(a)
CR, §5-609(a)","Felony","20Y","","Drug","IIIB","$15,000"
"1-1123","52","CDS and Paraphernalia
Unlawful distribution, manufacture,
etc.; counterfeiting, etc.,
manufacture, possession, etc., of
certain equipment for illegal use;
keeping common nuisance, narcotics
and hallucinogenics (e.g., PCP,
heroin, cocaine, LSD, oxycodone,
and methadone)","CR, §5-608(a)
CR, §5-609(a)","Felony","20Y","","Drug","IIIB","$15,000"
"1-1124","52","CDS and Paraphernalia
Unlawful distribution, manufacture,
etc.; counterfeiting, etc.,
manufacture, possession, etc., of
certain equipment for illegal use;
keeping common nuisance, narcotics
and hallucinogenics (e.g., PCP,
heroin, cocaine, LSD, oxycodone,
and methadone)","CR, §5-608(a)
CR, §5-609(a)","Felony","20Y","","Drug","IIIB","$15,000"
"1-1125","52","CDS and Paraphernalia
Unlawful distribution, manufacture,
etc.; counterfeiting, etc.,
manufacture, possession, etc., of
certain equipment for illegal use;
keeping common nuisance, narcotics
and hallucinogenics (e.g., PCP,
heroin, cocaine, LSD, oxycodone,
and methadone)","CR, §5-608(a)
CR, §5-609(a)","Felony","20Y","","Drug","IIIB","$15,000"
"1-1126","52","CDS and Paraphernalia
Unlawful distribution, manufacture,
etc.; counterfeiting, etc.,
manufacture, possession, etc., of
certain equipment for illegal use;
keeping common nuisance, narcotics
and hallucinogenics (e.g., PCP,
heroin, cocaine, LSD, oxycodone,
and methadone)","CR, §5-608(a)
CR, §5-609(a)","Felony","20Y","","Drug","IIIB","$15,000"
"1-1127","52","CDS and Paraphernalia
Unlawful distribution, manufacture,
etc.; counterfeiting, etc.,
manufacture, possession, etc., of
certain equipment for illegal use;
keeping common nuisance, narcotics
and hallucinogenics (e.g., PCP,
heroin, cocaine, LSD, oxycodone,
and methadone)","CR, §5-608(a)
CR, §5-609(a)","Felony","20Y","","Drug","IIIB","$15,000"
"1-1128","52","CDS and Paraphernalia
Unlawful distribution, manufacture,
etc.; counterfeiting, etc.,
manufacture, possession, etc., of
certain equipment for illegal use;
keeping common nuisance, narcotics
and hallucinogenics (e.g., PCP,
heroin, cocaine, LSD, oxycodone,
and methadone)","CR, §5-608(a)
CR, §5-609(a)","Felony","20Y","","Drug","IIIB","$15,000"
"1-1129","52","CDS and Paraphernalia
Unlawful distribution, manufacture,
etc.; counterfeiting, etc.,
manufacture, possession, etc., of
certain equipment for illegal use;
keeping common nuisance, narcotics
and hallucinogenics (e.g., PCP,
heroin, cocaine, LSD, oxycodone,
and methadone)","CR, §5-608(a)
CR, §5-609(a)","Felony","20Y","","Drug","IIIB","$15,000"
"1-1131","52","CDS and Paraphernalia
Unlawful distribution, manufacture,
etc.; counterfeiting, etc.,
manufacture, possession, etc., of
certain equipment for illegal use;
keeping common nuisance, narcotics
and hallucinogenics (e.g., PCP,
heroin, cocaine, LSD, oxycodone,
and methadone)","CR, §5-608(a)
CR, §5-609(a)","Felony","20Y","","Drug","IIIB","$15,000"
"1-1132","52","CDS and Paraphernalia
Unlawful distribution, manufacture,
etc.; counterfeiting, etc.,
manufacture, possession, etc., of
certain equipment for illegal use;
keeping common nuisance, narcotics
and hallucinogenics (e.g., PCP,
heroin, cocaine, LSD, oxycodone,
and methadone)","CR, §5-608(a)
CR, §5-609(a)","Felony","20Y","","Drug","IIIB","$15,000"
"1-1133","52","CDS and Paraphernalia
Unlawful distribution, manufacture,
etc.; counterfeiting, etc.,
manufacture, possession, etc., of
certain equipment for illegal use;
keeping common nuisance, narcotics
and hallucinogenics (e.g., PCP,
heroin, cocaine, LSD, oxycodone,
and methadone)","CR, §5-608(a)
CR, §5-609(a)","Felony","20Y","","Drug","IIIB","$15,000"
"1-1556","52","CDS and Paraphernalia
Unlawful distribution, manufacture,
etc.; counterfeiting, etc.,
manufacture, possession, etc., of
certain equipment for illegal use;
keeping common nuisance, narcotics
and hallucinogenics (e.g., PCP,
heroin, cocaine, LSD, oxycodone,
and methadone)","CR, §5-608(a)
CR, §5-609(a)","Felony","20Y","","Drug","IIIB","$15,000"
"1-1557","52","CDS and Paraphernalia
Unlawful distribution, manufacture,
etc.; counterfeiting, etc.,
manufacture, possession, etc., of
certain equipment for illegal use;
keeping common nuisance, narcotics
and hallucinogenics (e.g., PCP,
heroin, cocaine, LSD, oxycodone,
and methadone)","CR, §5-608(a)
CR, §5-609(a)","Felony","20Y","","Drug","IIIB","$15,000"
"1-1558","52","CDS and Paraphernalia
Unlawful distribution, manufacture,
etc.; counterfeiting, etc.,
manufacture, possession, etc., of
certain equipment for illegal use;
keeping common nuisance, narcotics
and hallucinogenics (e.g., PCP,
heroin, cocaine, LSD, oxycodone,
and methadone)","CR, §5-608(a)
CR, §5-609(a)","Felony","20Y","","Drug","IIIB","$15,000"
"","53","CDS and Paraphernalia
Unlawful distribution, manufacture,
etc.; counterfeiting, etc.,
manufacture, possession, etc., of
certain equipment for illegal use;
keeping common nuisance, narcotics
and hallucinogenics (e.g., PCP,
heroin, cocaine, LSD, oxycodone,
and methadone), subsequent","CR, §5-608(b)
CR, §5-609(b)
CR, §5-608(c)
CR, §5-609(c)
CR, §5-608(d)
CR, §5-609(d)","Felony","20Y
25Y
40Y","","Drug","IIIB","$15,000
$25,000
$25,000"
"1-0908","53-1","CDS and Paraphernalia
Knowingly violated CR, §5-602
with a mixture of heroin and
fentanyl or any analogue of fentanyl;
or fentanyl or any analogue of
fentanyl","CR, §5-608.1","Felony","10Y","","Drug","IIIC",""
"1-0879","54","CDS and Paraphernalia
Manufacture, distribute, dispense, or
possess certain Schedule I or II
controlled dangerous substances,
large amounts as specified in CR,
§5-612","CR, §5-612","Felony","20Y","MM*=5Y","Drug","IIIB","$100,000"
"1-0880","54","CDS and Paraphernalia
Manufacture, distribute, dispense, or
possess certain Schedule I or II
controlled dangerous substances,
large amounts as specified in CR,
§5-612","CR, §5-612","Felony","20Y","MM*=5Y","Drug","IIIB","$100,000"
"1-0881","54","CDS and Paraphernalia
Manufacture, distribute, dispense, or
possess certain Schedule I or II
controlled dangerous substances,
large amounts as specified in CR,
§5-612","CR, §5-612","Felony","20Y","MM*=5Y","Drug","IIIB","$100,000"
"1-1127","54-1","CDS and Paraphernalia
Unlawful distribution, manufacture,
etc.; counterfeiting, etc.,
manufacture, possession, etc., of
certain equipment for illegal use;
keeping common nuisance, MDMA
(methylenedioxymethamphetamine),
750 grams or more","CR, §5-609(a)","Felony","20Y","","Drug","IIIA","$15,000"
"1-1128","54-1","CDS and Paraphernalia
Unlawful distribution, manufacture,
etc.; counterfeiting, etc.,
manufacture, possession, etc., of
certain equipment for illegal use;
keeping common nuisance, MDMA
(methylenedioxymethamphetamine),
750 grams or more","CR, §5-609(a)","Felony","20Y","","Drug","IIIA","$15,000"
"1-1129","54-1","CDS and Paraphernalia
Unlawful distribution, manufacture,
etc.; counterfeiting, etc.,
manufacture, possession, etc., of
certain equipment for illegal use;
keeping common nuisance, MDMA
(methylenedioxymethamphetamine),
750 grams or more","CR, §5-609(a)","Felony","20Y","","Drug","IIIA","$15,000"
"1-1131","54-1","CDS and Paraphernalia
Unlawful distribution, manufacture,
etc.; counterfeiting, etc.,
manufacture, possession, etc., of
certain equipment for illegal use;
keeping common nuisance, MDMA
(methylenedioxymethamphetamine),
750 grams or more","CR, §5-609(a)","Felony","20Y","","Drug","IIIA","$15,000"
"1-1132","54-1","CDS and Paraphernalia
Unlawful distribution, manufacture,
etc.; counterfeiting, etc.,
manufacture, possession, etc., of
certain equipment for illegal use;
keeping common nuisance, MDMA
(methylenedioxymethamphetamine),
750 grams or more","CR, §5-609(a)","Felony","20Y","","Drug","IIIA","$15,000"
"1-1133","54-1","CDS and Paraphernalia
Unlawful distribution, manufacture,
etc.; counterfeiting, etc.,
manufacture, possession, etc., of
certain equipment for illegal use;
keeping common nuisance, MDMA
(methylenedioxymethamphetamine),
750 grams or more","CR, §5-609(a)","Felony","20Y","","Drug","IIIA","$15,000"
"1-1556","54-1","CDS and Paraphernalia
Unlawful distribution, manufacture,
etc.; counterfeiting, etc.,
manufacture, possession, etc., of
certain equipment for illegal use;
keeping common nuisance, MDMA
(methylenedioxymethamphetamine),
750 grams or more","CR, §5-609(a)","Felony","20Y","","Drug","IIIA","$15,000"
"1-1557","54-1","CDS and Paraphernalia
Unlawful distribution, manufacture,
etc.; counterfeiting, etc.,
manufacture, possession, etc., of
certain equipment for illegal use;
keeping common nuisance, MDMA
(methylenedioxymethamphetamine),
750 grams or more","CR, §5-609(a)","Felony","20Y","","Drug","IIIA","$15,000"
"1-1558","54-1","CDS and Paraphernalia
Unlawful distribution, manufacture,
etc.; counterfeiting, etc.,
manufacture, possession, etc., of
certain equipment for illegal use;
keeping common nuisance, MDMA
(methylenedioxymethamphetamine),
750 grams or more","CR, §5-609(a)","Felony","20Y","","Drug","IIIA","$15,000"
"","54-2","CDS and Paraphernalia
Unlawful distribution, manufacture,
etc.; counterfeiting, etc.,
manufacture, possession, etc., of
certain equipment for illegal use;
keeping common nuisance, MDMA
(methylenedioxymethamphetamine),
750 grams or more, subsequent","CR, §5-609(b)
CR, §5-609(c)
CR, §5-609(d)","Felony","20Y
25Y
40Y","","Drug","IIIA","$15,000
$25,000
$25,000"
"1-0483","55","CDS and Paraphernalia
Manufacture, distribute, or dispense
controlled dangerous substances
near schools or on school vehicles,
1st offense","CR, §5-627","Felony","20Y","","Drug","IIIB","$20,000"
"1-0484","55","CDS and Paraphernalia
Manufacture, distribute, or dispense
controlled dangerous substances
near schools or on school vehicles,
1st offense","CR, §5-627","Felony","20Y","","Drug","IIIB","$20,000"
"1-0483","55-1","CDS and Paraphernalia
Manufacture, distribute, or dispense
controlled dangerous substances
near schools or on school vehicles,
subsequent","CR, §5-627","Felony","40Y","MM*=5Y","Drug","IIIB","$40,000"
"1-0484","55-1","CDS and Paraphernalia
Manufacture, distribute, or dispense
controlled dangerous substances
near schools or on school vehicles,
subsequent","CR, §5-627","Felony","40Y","MM*=5Y","Drug","IIIB","$40,000"
"1-5409","56","CDS and Paraphernalia
Using minors for manufacture,
delivery, or distribution of
controlled dangerous substances","CR, §5-628(a)(1)","Felony","20Y","","Drug","IIIB","$20,000"
"1-0730","57","CDS and Paraphernalia
Controlled dangerous substance
importation into State, marijuana (5
to less than 45 kilos)","CR, §5-614(b)","Felony","10Y","","Drug","IV","$10,000"
"1-0246","58","CDS and Paraphernalia
Distribution--distribution of non-
controlled substance as controlled
dangerous substance","CR, §5-617","Felony","5Y","","Drug","IV","$15,000"
"","58-1","CDS and Paraphernalia
Distribute, possess, manufacture, or
use cannabis diverted from a
qualifying patient, caregiver,
licensed grower, or licensed
dispensary","HG, §1","Felony","5Y","","Drug","IV","$10,000"
"1-0233","59","CDS and Paraphernalia
Unlawful distribution, manufacture,
etc.; counterfeiting, etc.;
manufacture, possession, etc., of
certain equipment for illegal use;
keeping common nuisance,
Schedules I through V non-narcotics
(e.g., amphetamines,
methamphetamine, marijuana,
synthetic marijuana, diazepam,
MDMA under 750 grams, and
Valium) and buprenorphine","CR, §5-607(a)","Felony","5Y","","Drug","IV","$15,000"
"1-0234","59","CDS and Paraphernalia
Unlawful distribution, manufacture,
etc.; counterfeiting, etc.;
manufacture, possession, etc., of
certain equipment for illegal use;
keeping common nuisance,
Schedules I through V non-narcotics
(e.g., amphetamines,
methamphetamine, marijuana,
synthetic marijuana, diazepam,
MDMA under 750 grams, and
Valium) and buprenorphine","CR, §5-607(a)","Felony","5Y","","Drug","IV","$15,000"
"1-0235","59","CDS and Paraphernalia
Unlawful distribution, manufacture,
etc.; counterfeiting, etc.;
manufacture, possession, etc., of
certain equipment for illegal use;
keeping common nuisance,
Schedules I through V non-narcotics
(e.g., amphetamines,
methamphetamine, marijuana,
synthetic marijuana, diazepam,
MDMA under 750 grams, and
Valium) and buprenorphine","CR, §5-607(a)","Felony","5Y","","Drug","IV","$15,000"
"1-0236","59","CDS and Paraphernalia
Unlawful distribution, manufacture,
etc.; counterfeiting, etc.;
manufacture, possession, etc., of
certain equipment for illegal use;
keeping common nuisance,
Schedules I through V non-narcotics
(e.g., amphetamines,
methamphetamine, marijuana,
synthetic marijuana, diazepam,
MDMA under 750 grams, and
Valium) and buprenorphine","CR, §5-607(a)","Felony","5Y","","Drug","IV","$15,000"
"1-0237","59","CDS and Paraphernalia
Unlawful distribution, manufacture,
etc.; counterfeiting, etc.;
manufacture, possession, etc., of
certain equipment for illegal use;
keeping common nuisance,
Schedules I through V non-narcotics
(e.g., amphetamines,
methamphetamine, marijuana,
synthetic marijuana, diazepam,
MDMA under 750 grams, and
Valium) and buprenorphine","CR, §5-607(a)","Felony","5Y","","Drug","IV","$15,000"
"1-0238","59","CDS and Paraphernalia
Unlawful distribution, manufacture,
etc.; counterfeiting, etc.;
manufacture, possession, etc., of
certain equipment for illegal use;
keeping common nuisance,
Schedules I through V non-narcotics
(e.g., amphetamines,
methamphetamine, marijuana,
synthetic marijuana, diazepam,
MDMA under 750 grams, and
Valium) and buprenorphine","CR, §5-607(a)","Felony","5Y","","Drug","IV","$15,000"
"1-0239","59","CDS and Paraphernalia
Unlawful distribution, manufacture,
etc.; counterfeiting, etc.;
manufacture, possession, etc., of
certain equipment for illegal use;
keeping common nuisance,
Schedules I through V non-narcotics
(e.g., amphetamines,
methamphetamine, marijuana,
synthetic marijuana, diazepam,
MDMA under 750 grams, and
Valium) and buprenorphine","CR, §5-607(a)","Felony","5Y","","Drug","IV","$15,000"
"1-0660","59","CDS and Paraphernalia
Unlawful distribution, manufacture,
etc.; counterfeiting, etc.;
manufacture, possession, etc., of
certain equipment for illegal use;
keeping common nuisance,
Schedules I through V non-narcotics
(e.g., amphetamines,
methamphetamine, marijuana,
synthetic marijuana, diazepam,
MDMA under 750 grams, and
Valium) and buprenorphine","CR, §5-607(a)","Felony","5Y","","Drug","IV","$15,000"
"2-3550","59","CDS and Paraphernalia
Unlawful distribution, manufacture,
etc.; counterfeiting, etc.;
manufacture, possession, etc., of
certain equipment for illegal use;
keeping common nuisance,
Schedules I through V non-narcotics
(e.g., amphetamines,
methamphetamine, marijuana,
synthetic marijuana, diazepam,
MDMA under 750 grams, and
Valium) and buprenorphine","CR, §5-607(a)","Felony","5Y","","Drug","IV","$15,000"
"2-0238","6","Abuse and Other Offensive
Conduct
Contributing to a child being
delinquent or in need of supervision","CJ, §3-8A-30","Misd.","3Y","","Person","VI","$2,500"
"1-0844","6-1","Abuse and Other Offensive
Conduct
Contributing to a child in need of
assistance","CJ, §3-828","Misd.","3Y","","Person","VI","$2,500"
"1-1002","6-2","Abuse and Other Offensive
Conduct
Failure to report disappearance of a
minor","CR, §3-608","Misd.","3Y","","Person","VI",""
"1-1003","6-3","Abuse and Other Offensive
Conduct
Failure to report death of a minor","CR, §3-609","Misd.","3Y","","Person","VI",""
"1-0879","61","CDS and Paraphernalia
Manufacture, distribute, dispense, or
possess certain Schedule I through V
non-narcotics, large amounts as
specified in CR, §5-612","CR, §5-612","Felony","5Y","MM*=5Y","Drug","IV","$100,000"
"1-0880","61","CDS and Paraphernalia
Manufacture, distribute, dispense, or
possess certain Schedule I through V
non-narcotics, large amounts as
specified in CR, §5-612","CR, §5-612","Felony","5Y","MM*=5Y","Drug","IV","$100,000"
"1-0881","61","CDS and Paraphernalia
Manufacture, distribute, dispense, or
possess certain Schedule I through V
non-narcotics, large amounts as
specified in CR, §5-612","CR, §5-612","Felony","5Y","MM*=5Y","Drug","IV","$100,000"
"7-3550","62","CDS and Paraphernalia
Paraphernalia--deliver drug
paraphernalia to minor by adult who
is 3 or more years older","CR, §5-619(d)(4)","Misd.","8Y","","Drug","IV","$15,000"
"1-0673","63","CDS and Paraphernalia
Give, sell, transfer, trace, invest,
conceal, etc.; receive, acquire,
engage in, etc. knowing that the
proceeds were derived from CDS
offense","CR, §5-623(b)","Felony","5Y","","Drug","IV","1st=
$250,000

Sub=
$500,000"
"1-0675","63","CDS and Paraphernalia
Give, sell, transfer, trace, invest,
conceal, etc.; receive, acquire,
engage in, etc. knowing that the
proceeds were derived from CDS
offense","CR, §5-623(b)","Felony","5Y","","Drug","IV","1st=
$250,000

Sub=
$500,000"
"1-0566","64","CDS and Paraphernalia
Paraphernalia--possess or distribute
controlled paraphernalia--marijuana","CR, §5-620(d)(2)","Misd.","1Y","","Drug","VII","$1,000"
"1-1287","64","CDS and Paraphernalia
Paraphernalia--possess or distribute
controlled paraphernalia--marijuana","CR, §5-620(d)(2)","Misd.","1Y","","Drug","VII","$1,000"
"1-0255","65","CDS and Paraphernalia
Paraphernalia--possess or distribute
controlled paraphernalia--non-
marijuana","CR, §5-620(d)(1)","Misd.","4Y","","Drug","V","$25,000"
"1-0256","65","CDS and Paraphernalia
Paraphernalia--possess or distribute
controlled paraphernalia--non-
marijuana","CR, §5-620(d)(1)","Misd.","4Y","","Drug","V","$25,000"
"1-0257","65","CDS and Paraphernalia
Paraphernalia--possess or distribute
controlled paraphernalia--non-
marijuana","CR, §5-620(d)(1)","Misd.","4Y","","Drug","V","$25,000"
"6-3555","66","CDS and Paraphernalia
Paraphernalia--deliver or sell, or
manufacture or possess with intent
to deliver or sell, drug paraphernalia,
subsequent","CR, §5-
619(d)(2)(ii)","Misd.","2Y","","Drug","VII","$2,000"
"5-3555","67","CDS and Paraphernalia
Paraphernalia--use or possess with
intent to use drug paraphernalia--
non-marijuana, subsequent","CR, §5-
619(c)(3)(ii)","Misd.","2Y","","Drug","VII","$2,000"
"9-0092","68","CDS and Paraphernalia
Paraphernalia--unlawfully advertise
with the purpose to promote the sale
and delivery of drug paraphernalia,
subsequent","CR, §5-
619(e)(2)(ii)","Misd.","2Y","","Drug","VII","$2,000"
"1-1559","69","CDS and Paraphernalia
Possession--unlawful possession or
administering to another, obtaining,
etc., substance by fraud, forgery,
misrepresentation, etc.; affixing
forged labels; altering etc., label--
marijuana","CR, §5-
601(c)(2)(i)","Misd.","6M","","Drug","VII","$1,000"
"1-1560","69","CDS and Paraphernalia
Possession--unlawful possession or
administering to another, obtaining,
etc., substance by fraud, forgery,
misrepresentation, etc.; affixing
forged labels; altering etc., label--
marijuana","CR, §5-
601(c)(2)(i)","Misd.","6M","","Drug","VII","$1,000"
"1-1561","69","CDS and Paraphernalia
Possession--unlawful possession or
administering to another, obtaining,
etc., substance by fraud, forgery,
misrepresentation, etc.; affixing
forged labels; altering etc., label--
marijuana","CR, §5-
601(c)(2)(i)","Misd.","6M","","Drug","VII","$1,000"
"1-1562","69","CDS and Paraphernalia
Possession--unlawful possession or
administering to another, obtaining,
etc., substance by fraud, forgery,
misrepresentation, etc.; affixing
forged labels; altering etc., label--
marijuana","CR, §5-
601(c)(2)(i)","Misd.","6M","","Drug","VII","$1,000"
"1-1563","69","CDS and Paraphernalia
Possession--unlawful possession or
administering to another, obtaining,
etc., substance by fraud, forgery,
misrepresentation, etc.; affixing
forged labels; altering etc., label--
marijuana","CR, §5-
601(c)(2)(i)","Misd.","6M","","Drug","VII","$1,000"
"1-1564","69","CDS and Paraphernalia
Possession--unlawful possession or
administering to another, obtaining,
etc., substance by fraud, forgery,
misrepresentation, etc.; affixing
forged labels; altering etc., label--
marijuana","CR, §5-
601(c)(2)(i)","Misd.","6M","","Drug","VII","$1,000"
"1-1110","69-1","CDS and Paraphernalia
Possession--unlawful possession or
administering to another; obtaining,
etc., substance by fraud, forgery,
misrepresentation, etc.; affixing
forged labels; altering etc., label--
non-marijuana, 1st offense","CR, §5-
601(c)(1)(i)","Misd.","1Y","","Drug","VII","$5,000"
"1-1111","69-1","CDS and Paraphernalia
Possession--unlawful possession or
administering to another; obtaining,
etc., substance by fraud, forgery,
misrepresentation, etc.; affixing
forged labels; altering etc., label--
non-marijuana, 1st offense","CR, §5-
601(c)(1)(i)","Misd.","1Y","","Drug","VII","$5,000"
